metric_definition_id	metric_name	display_name	function_code	subfunction_code	category_code	type_code	composition_code	direction_code	industry_code	formula_hint	status_code	maturity_code	description_text	tags	created_by_name	updated_by_name	created_at	updated_at	metric_seq	industry_category_code	seed_ref	verification_result_code	verification_evidence_id	purpose_code	shape_code	temporality_code	precision_code	impact_code	shape_params_json	needs_revalidation	locked_by	locked_at	discipline_code	readiness_min_snapshots	readiness_max_freshness_days	temporality_kind
dc61474a-b0f7-48e9-a005-222f4d4e2c33	manufacturing_overhead_rate	Manufacturing Overhead Rate	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The overhead costs of production expressed as a percentage of either labor cost or machine hours.	{}	\N	\N	2026-04-04 09:40:05.47928+00	2026-04-17 09:53:08.242472+00	6016	\N	manufacturing_overhead_rate	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
253581eb-184f-4486-8347-62a17f959f35	total_cost_of_ownership_tco	Total Cost of Ownership (TCO)	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The purchase price of an asset plus the costs of operation, representing the complete cost of owning an asset over its useful life.	{}	\N	\N	2026-04-04 09:40:05.621369+00	2026-04-17 09:53:08.242472+00	6025	\N	total_cost_of_ownership_tco	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
e51b6eb6-24d4-4fcf-9ebd-7149aa589fb1	cost_of_goods_sold_cogs	Cost of Goods Sold (COGS)	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The direct costs attributable to the production of the goods sold by a company, including materials and labor costs.	{}	\N	\N	2026-04-04 09:40:05.224422+00	2026-04-17 09:53:08.242472+00	6007	\N	cost_of_goods_sold_cogs	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
9101e14a-b6ea-4d7b-983f-f807475e98d2	inventory_turnover_ratio	Inventory Turnover Ratio	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The number of times a company's inventory is sold and replaced over a period, indicating the efficiency of inventory management.	{}	\N	\N	2026-04-04 09:40:05.381817+00	2026-04-17 09:53:08.242472+00	6013	\N	inventory_turnover_ratio	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
962acae0-0f5e-42fa-95a1-e4ae6ef0dfb2	labor_rate_variance	Labor Rate Variance	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The variance between the actual and standard labor rates, reflecting the company's ability to manage labor costs.	{}	\N	\N	2026-04-04 09:40:05.578133+00	2026-04-17 09:53:08.242472+00	6022	\N	labor_rate_variance	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
101c6b06-7b8a-4a46-86d7-26138b206e82	marginal_cost	Marginal Cost	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The cost added by producing one additional unit of a product or service, essential for decision making and financial analysis.	{}	\N	\N	2026-04-04 09:40:05.653658+00	2026-04-17 09:53:08.242472+00	6027	\N	marginal_cost	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
d4bf9973-727b-49e4-9a8c-19592946fd54	overhead_absorption_rate	Overhead Absorption Rate	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which overhead costs are allocated to units of production, indicating how overhead costs are distributed across products.	{}	\N	\N	2026-04-04 09:40:05.590902+00	2026-04-17 09:53:08.242472+00	6023	\N	overhead_absorption_rate	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
21487481-4e3f-4ded-9291-3a69d2199f6a	variable_cost_percentage	Variable Cost Percentage	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The proportion of variable costs against total sales, showing the variability of costs in relation to sales volume.	{}	\N	\N	2026-04-04 09:40:05.318412+00	2026-04-17 09:53:08.242472+00	6010	\N	variable_cost_percentage	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
9bfd5ac0-316a-4e31-af18-ab010d4ed318	cost_benefit_analysis_cba	Cost Benefit Analysis (CBA)	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	A systematic approach to estimating the strengths and weaknesses of alternatives that satisfy transactions, activities or functional requirements.	{}	\N	\N	2026-04-04 09:40:05.639858+00	2026-04-17 09:53:08.242472+00	6026	\N	cost_benefit_analysis_cba	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
e60c490b-2e95-410d-88a3-aa86a04281f8	indirect_cost_allocation_effectiveness	Indirect Cost Allocation Effectiveness	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	A measure of the effectiveness of allocating indirect costs to various departments or products, indicating cost management efficiency.	{}	\N	\N	2026-04-04 09:40:05.701499+00	2026-04-17 09:53:08.242472+00	6030	\N	indirect_cost_allocation_effectiveness	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
697ed854-c3bc-44b6-a38b-689b3afa79bf	work_in_progress_wip	Work-in-Progress (WIP)	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The cost of unfinished goods in the production process, providing insight into production efficiency and inventory management.	{}	\N	\N	2026-04-04 09:40:05.747178+00	2026-04-17 09:53:08.242472+00	6032	\N	work_in_progress_wip	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
a5e1f0f5-d733-49a7-a476-afc63be490bc	cycle_time_in_business_days_between_the_time_period_cut_off_for_employees_and	Cycle time in business days between the time period cut-off for employees and the payroll transmit date	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Cycle time in business days between the time period cut-off for employees and the payroll transmit date metric.	{}	\N	\N	2026-04-04 09:40:07.284777+00	2026-04-17 09:53:08.242472+00	6084	\N	cycle_time_in_business_days_between_the_time_period_cut_off_for_employees_and_the_payroll_transmit_date	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	profit_and_loss	\N	\N	\N
00c81452-2a79-489f-a09e-3c356d3bd756	fixed_cost_coverage_ratio	Fixed Cost Coverage Ratio	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The ratio of profits to fixed costs, indicating a company's ability to cover fixed costs with its earnings.	{}	\N	\N	2026-04-04 09:40:05.717831+00	2026-04-17 09:53:08.242472+00	6031	\N	fixed_cost_coverage_ratio	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
75ed7e99-f332-4ad1-ac8d-e6a104e916b3	return_on_investment_roi	Return on Investment (ROI)	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The performance measure used to evaluate the efficiency of an investment or compare the efficiency of a number of different investments.	{}	\N	\N	2026-04-04 09:40:05.606859+00	2026-04-17 09:53:08.242472+00	6024	\N	return_on_investment_roi	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
852076eb-0e3c-48a4-a220-b020f5d31dfd	product_level_profit_margin_optimization	Product-Level Profit Margin Optimization	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	The improvement in profit margins at the product level achieved through effective cost accounting practices, indicating profitability management.	{}	\N	\N	2026-04-04 09:40:05.771124+00	2026-04-17 09:53:08.242472+00	6034	\N	product_level_profit_margin_optimization	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
dcb21aa3-3fc4-4736-b5b7-216e590e89cd	product_profitability_analysis	Product Profitability Analysis	finance	cost_accounting	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	The assessment of the profit contribution of a product or product line to the overall business, informing strategic decisions on product pricing, development, and marketing.	{}	\N	\N	2026-04-04 09:40:05.667803+00	2026-04-17 09:53:08.242472+00	6028	\N	product_profitability_analysis	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
f091ae1b-a99a-476b-b376-606614171051	revenue_run_rate	Revenue Run Rate	finance	revenue_accounting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Annualized revenue projection based on current period actuals.	{}	\N	\N	2026-04-04 09:33:26.629607+00	2026-04-17 09:53:08.242472+00	5327	\N	revenue_run_rate	green	\N	predictive	scalar	period	final	financial	\N	f	\N	\N	profit_and_loss	\N	\N	\N
69c47b11-d1f9-442b-be4b-6c59a031fe11	cycle_time_in_business_days_from_hr_benefits_system_cut_off_until_payroll	Cycle time in business days from HR/benefits system cut-off until payroll system cut-off date	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Cycle time in business days from HR/benefits system cut-off until payroll system cut-off date metric.	{}	\N	\N	2026-04-04 09:40:07.309249+00	2026-04-17 09:53:08.242472+00	6085	\N	cycle_time_in_business_days_from_hr_benefits_system_cut_off_until_payroll_system_cut_off_date	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	profit_and_loss	\N	\N	\N
471c2dff-7e57-4a72-b1da-71ae0aa48b19	cycle_time_in_business_days_to_resolve_a_payroll_error	Cycle time in business days to resolve a payroll error	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Cycle time in business days from when an error is identified/reported to when it is fully resolved and reflected in the accounting records	{}	\N	\N	2026-04-04 09:40:07.422381+00	2026-04-17 09:53:08.242472+00	6091	\N	cycle_time_in_business_days_to_resolve_a_payroll_error	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	profit_and_loss	\N	\N	\N
6bf2a040-121d-43ba-96cb-f957ed8e1fa1	paid_employees_paid_weekly	Paid employees paid weekly	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	(Number of employees paid weekly / Total number of employees paid) * 100	{}	\N	\N	2026-04-04 09:40:07.516209+00	2026-04-17 09:53:08.242472+00	6097	\N	percentage_of_paid_employees_that_are_paid_weekly	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	profit_and_loss	\N	\N	\N
56e28428-e8b2-45ca-bd5c-1ca2155f8065	voided_checks_payments_pct_of_payroll_disbursements	Voided checks/payments as a percentage of payroll disbursements	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	(Number of checks/payments voided during the year / Number of payroll disbursements) * 100	{}	\N	\N	2026-04-04 09:40:07.473795+00	2026-04-17 09:53:08.242472+00	6094	\N	number_of_voided_checks_payments_as_a_percentage_of_payroll_disbursements	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	profit_and_loss	\N	\N	\N
697a9ced-7190-4765-bf1d-87ddb00d019f	tax_havens_exposure_assessment	Tax Havens Exposure Assessment	finance	tax	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	The assessment of the company's exposure to tax havens and the related risks, including reputational and regulatory risks.	{}	\N	\N	2026-04-04 09:39:22.920694+00	2026-04-17 09:53:08.242472+00	5762	\N	tax_havens_exposure_assessment	green	\N	predictive	scalar	period	final	risk	\N	f	\N	\N	close_and_control	\N	\N	\N
7b62c003-4716-4d08-8b6c-0024e723fac6	asset_disposal_efficiency	Asset Disposal Efficiency	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The efficiency with which assets are disposed of, including the time taken and the financial return achieved from asset sales or recycling.	{}	\N	\N	2026-04-04 09:39:26.303812+00	2026-04-17 09:53:08.242472+00	5922	\N	asset_disposal_efficiency	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
14aa708c-87eb-4dba-96b2-bf8b34fef9c2	asset_investment_strategy_effectiveness	Asset Investment Strategy Effectiveness	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The effectiveness of the company's strategy for investing in assets, as measured by comparing actual results to strategic objectives.	{}	\N	\N	2026-04-04 09:39:26.228381+00	2026-04-17 09:53:08.242472+00	5917	\N	asset_investment_strategy_effectiveness	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
615aa6c9-b87b-44dc-9823-5881f09e9afe	asset_health_and_safety_incident_rate	Asset Health and Safety Incident Rate	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate of health and safety incidents related to asset management operations, important for assessing the risk profile of asset activities.	{}	\N	\N	2026-04-04 09:39:26.332429+00	2026-04-17 09:53:08.242472+00	5924	\N	asset_health_and_safety_incident_rate	green	\N	operational	scalar	period	final	risk	\N	f	\N	\N	close_and_control	\N	\N	\N
0fc6ff58-1934-4509-9115-7f60ac241955	asset_management_strategic_review_frequency	Asset Management Strategic Review Frequency	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The frequency at which strategic reviews of asset management practices are conducted to ensure ongoing alignment with corporate financial goals.	{}	\N	\N	2026-04-04 09:39:26.475546+00	2026-04-17 09:53:08.242472+00	5934	\N	asset_management_strategic_review_frequency	green	\N	operational	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
d4cd7bf6-1d02-4508-ba5e-f179f0073302	asset_downtime_ratio	Asset Downtime Ratio	finance	fixed_assets	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The proportion of time that an asset is not operational compared to the total time it should be operational, affecting productivity and profitability.	{}	\N	\N	2026-04-04 09:39:26.909831+00	2026-04-17 09:53:08.242472+00	5954	\N	asset_downtime_ratio	green	\N	operational	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
f643445d-c4a5-4b34-80d5-2c60baba56e6	completion_of_quarterly_consolidated_financial_statements_and_the_release_of	Completion of quarterly consolidated financial statements and the release of earnings	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Completion of quarterly consolidated financial statements and the release of earnings metric.	{}	\N	\N	2026-04-04 09:38:00.40041+00	2026-04-17 09:53:08.242472+00	5381	\N	cycle_time_in_days_between_completion_of_quarterly_consolidated_financial_statements_and_the_release_of_earnings	green	\N	operational	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
2702f1db-3598-408a-9c06-b08d1095cfa7	compliance_rate_with_financial_regulations	Compliance Rate with Financial Regulations	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The percentage of adherence to all relevant financial regulations, laws, and standards, minimizing the risk of legal penalties.	{}	\N	\N	2026-04-04 09:39:23.420021+00	2026-04-17 09:53:08.242472+00	5781	\N	compliance_rate_with_financial_regulations	green	\N	performance	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
375add66-600e-4100-b3d9-6a2610887ea2	average_number_of_journal_entry_line_items_per_journal_entry	Average number of journal entry line items per journal entry	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Average number of journal entry line items per journal entry metric.	{}	\N	\N	2026-04-04 09:38:00.250832+00	2026-04-17 09:53:08.242472+00	5373	\N	average_number_of_journal_entry_line_items_per_journal_entry	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
ba0713ba-a9b1-4644-8b9b-66ce347c736f	capital_intensity_ratio	Capital Intensity Ratio	finance	fixed_assets	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The amount of capital that is needed to generate one dollar of revenue, with a higher ratio indicating a more capital-intensive company.	{}	\N	\N	2026-04-04 09:39:27.217078+00	2026-04-17 09:53:08.242472+00	5972	\N	capital_intensity_ratio	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
526f06ae-5079-4a45-8269-f332823e5b82	close_a_capital_project	Close a capital project	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Close a capital project metric.	{}	\N	\N	2026-04-04 09:38:00.487443+00	2026-04-17 09:53:08.242472+00	5386	\N	cycle_time_in_days_to_close_a_capital_project	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
e21c9f23-f364-4bf0-886d-6826bdf85ded	cost_of_risk	Cost of Risk	finance	financial_risk_management	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The total cost incurred by an organization to manage risks and incur losses.	{}	\N	\N	2026-04-04 09:38:55.341634+00	2026-04-17 09:53:08.242472+00	5702	\N	cost_of_risk	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
bf12878e-6451-417a-9d7c-c7eafbe852af	employee_productivity_rate_with_financial_systems	Employee Productivity Rate with Financial Systems	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The average output of employees when using financial systems, indicating their impact on employee efficiency.	{}	\N	\N	2026-04-04 09:39:23.856087+00	2026-04-17 09:53:08.242472+00	5808	\N	employee_productivity_rate_with_financial_systems	green	\N	efficiency	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
1c050242-c03b-487e-9215-5e41eba503b8	cost_of_financial_system_downtime_per_hour	Cost of Financial System Downtime per Hour	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The financial impact of system downtime per hour, considering lost productivity and potential revenue loss.	{}	\N	\N	2026-04-04 09:39:23.518301+00	2026-04-17 09:53:08.242472+00	5787	\N	cost_of_financial_system_downtime_per_hour	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
54ff4118-e17d-4234-864c-4c8d363b0e3e	cost_saving_from_financial_system_optimization	Cost Saving from Financial System Optimization	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The reduction in costs achieved through improvements and efficiencies in the financial systems.	{}	\N	\N	2026-04-04 09:39:23.827177+00	2026-04-17 09:53:08.242472+00	5806	\N	cost_saving_from_financial_system_optimization	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
8988bbe8-e195-44e6-9004-25da6085e91c	ebitda_earnings_before_interest_taxes_depreciation_and_amortization	EBITDA (Earnings Before Interest, Taxes, Depreciation, and Amortization)	finance	financial_reporting	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	An indicator of a company's financial performance which measures profit before deduction of interest, taxes, depreciation, and amortization.	{}	\N	\N	2026-04-04 09:40:08.250364+00	2026-04-17 09:53:08.242472+00	6118	\N	ebitda_earnings_before_interest_taxes_depreciation_and_amortization	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
0cd8424b-059a-41c8-9afe-b97d172f3c85	fixed_asset_transactions_handled_automatically_without_human_intervention	Fixed asset transactions handled automatically without human intervention	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of fixed asset transactions that are handled automatically without human intervention	{}	\N	\N	2026-04-04 09:38:01.077747+00	2026-04-17 09:53:08.242472+00	5420	\N	percentage_of_fixed_asset_transactions_handled_automatically_without_human_intervention	green	\N	efficiency	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
d17479d2-6bb6-4050-8a6f-c1786846e778	asset_maintenance_cost_pct_of_asset_value	Asset maintenance cost as a percentage of asset value	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Asset maintenance cost as a percentage of asset value metric.	{}	\N	\N	2026-04-04 09:38:00.173427+00	2026-04-17 09:53:08.242472+00	5369	\N	asset_maintenance_cost_as_a_percentage_of_asset_value	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
8f135b96-cd7e-4adf-9b19-e293ab1e3719	ratio_of_tax_strategy_to_tax_filing_staff_at_the_finance_shared_services_center	Ratio of tax strategy to tax filing staff at the finance shared services center	finance	tax	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Ratio of tax strategy to tax filing staff at business entity	{}	\N	\N	2026-04-04 09:39:22.059033+00	2026-04-17 09:53:08.242472+00	5712	\N	ratio_of_tax_strategy_to_tax_filing_staff_at_the_finance_shared_services_center	green	\N	efficiency	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
122101d6-ee1d-4e7a-b1c4-2677c2f6bb08	return_on_investment_roi_for_financial_systems	Return on Investment (ROI) for Financial Systems	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The net gain or loss generated by investments in financial systems, typically calculated as a percentage of the investment costs.	{}	\N	\N	2026-04-04 09:39:23.403414+00	2026-04-17 09:53:08.242472+00	5780	\N	return_on_investment_roi_for_financial_systems	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
c4b38b89-f86c-4edd-bdf7-eb472154b524	revenue_leakage_attributed_to_financial_system_inefficiencies	Revenue Leakage Attributed to Financial System Inefficiencies	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The amount of revenue lost due to inefficiencies or errors in the financial systems.	{}	\N	\N	2026-04-04 09:39:23.996274+00	2026-04-17 09:53:08.242472+00	5817	\N	revenue_leakage_attributed_to_financial_system_inefficiencies	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
468d3eba-399c-433f-93a3-b67c7533246b	tax_documentation_completeness	Tax Documentation Completeness	finance	tax	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The completeness of tax-related documentation, which is crucial for supporting filing positions and defending against audits.	{}	\N	\N	2026-04-04 09:39:22.991784+00	2026-04-17 09:53:08.242472+00	5766	\N	tax_documentation_completeness	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
e8895945-7c1d-4385-b8fc-af000a46213a	account_reconciliation_completion	Account Reconciliation Completion	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of balance sheet accounts fully reconciled by the close deadline. Unreconciled accounts create material misstatement risk.	{}	\N	\N	2026-04-04 09:38:00.144024+00	2026-04-17 09:53:08.242472+00	5368	\N	account_reconciliation_completion	green	\N	operational	scalar	period	final	risk	\N	f	\N	\N	close_and_control	\N	\N	\N
79b8da6c-98d8-4410-93e5-28f9ec3ea350	accounts_payable_turnover_ratio	Accounts Payable Turnover Ratio	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which a company pays off its suppliers for goods and services purchased on credit; indicates how quickly the company is paying its creditors.	{}	\N	\N	2026-04-04 09:38:01.842774+00	2026-04-17 09:53:08.242472+00	5462	\N	accounts_payable_turnover_ratio	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
47fac2e2-9cd6-42b8-893f-1e82abc09af5	accruals_generated_using_a_fully_automated_method	Accruals generated using a fully automated method	finance	general_ledger	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of total accruals generated by automated methods	{}	\N	\N	2026-04-04 09:38:01.515274+00	2026-04-17 09:53:08.242472+00	5445	\N	percentage_of_total_accruals_generated_using_a_fully_automated_method	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
6dbbcef3-0158-457d-ba86-9c22dc655c7b	accumulated_depreciation_to_fixed_assets_ratio	Accumulated Depreciation to Fixed Assets Ratio	finance	fixed_assets	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The ratio of total accumulated depreciation to the gross amount of fixed assets, indicating the age and utilization of assets.	{}	\N	\N	2026-04-04 09:39:27.046671+00	2026-04-17 09:53:08.242472+00	5964	\N	accumulated_depreciation_to_fixed_assets_ratio	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
691be272-b0b4-4c1f-ba4d-bb63679408a8	approve_a_capital_project	Approve a capital project	finance	fixed_assets	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	Approve a capital project metric.	{}	\N	\N	2026-04-04 09:39:26.758711+00	2026-04-17 09:53:08.242472+00	5943	\N	cycle_time_in_days_to_approve_a_capital_project	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
2b846dc0-4d42-48ac-971d-7c5525d36857	asset_management_cost_benefit_ratio	Asset Management Cost Benefit Ratio	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The ratio of the benefits obtained from asset management activities to the costs incurred, reflecting the value for money of the asset management program.	{}	\N	\N	2026-04-04 09:39:26.200781+00	2026-04-17 09:53:08.242472+00	5915	\N	asset_management_cost_benefit_ratio	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
9d8e10a2-9549-4490-95d3-6e1f29154ec5	audit_defense_success_rate	Audit Defense Success Rate	finance	tax	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The success rate of the company's defense against tax audits. It helps ensure compliance with tax laws and minimizes the risk of penalties and interest charges.	{}	\N	\N	2026-04-04 09:39:22.404625+00	2026-04-17 09:53:08.242472+00	5731	\N	audit_defense_success_rate	green	\N	performance	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
1c7b8b45-5d6f-47a8-b447-fc9fd46ac25e	audit_findings_closure_rate	Audit Findings Closure Rate	finance	financial_risk_management	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which audit findings and recommendations are resolved and closed.	{}	\N	\N	2026-04-04 09:38:54.824203+00	2026-04-17 09:53:08.242472+00	5668	\N	audit_findings_closure_rate	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
d89e5096-68f0-4177-a902-e7148f58b6a6	asset_condition_index	Asset Condition Index	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	A quantitative measure of the condition or health of an asset, often used to determine maintenance priorities and investment requirements.	{}	\N	\N	2026-04-04 09:39:26.155213+00	2026-04-17 09:53:08.242472+00	5912	\N	asset_condition_index	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
3baea8e5-e50c-4851-b603-9a5ecc188b40	asset_criticality_ranking	Asset Criticality Ranking	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	A ranking of assets based on their criticality to the organization's operations, which helps prioritize asset management efforts and resources.	{}	\N	\N	2026-04-04 09:39:26.169285+00	2026-04-17 09:53:08.242472+00	5913	\N	asset_criticality_ranking	green	\N	reference	scalar	period	final	risk	\N	f	\N	\N	close_and_control	\N	\N	\N
9de7ef68-fad8-4124-b35f-c139e13b0d8f	asset_data_governance_quality	Asset Data Governance Quality	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The quality of governance over asset-related data, ensuring data integrity, accuracy, and security.	{}	\N	\N	2026-04-04 09:39:26.359687+00	2026-04-17 09:53:08.242472+00	5926	\N	asset_data_governance_quality	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
343d0375-3e36-440e-b2fd-a1e2ced46d1b	audit_trail_completeness	Audit Trail Completeness	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The extent to which financial transactions are completely and accurately recorded, ensuring traceability and accountability.	{}	\N	\N	2026-04-04 09:39:23.436661+00	2026-04-17 09:53:08.242472+00	5782	\N	audit_trail_completeness	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
849b9dbf-b89a-4587-8f43-1b830c97d3d2	availability_of_financial_systems	Availability of Financial Systems	finance	financial_systems	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The uptime and accessibility of financial systems to users. It measures the percentage of time that financial systems are available for use by end-users.	{}	\N	\N	2026-04-04 09:39:23.273392+00	2026-04-17 09:53:08.242472+00	5773	\N	availability_of_financial_systems	green	\N	operational	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
